Flight_Number,Departure,Arrival,Departure_Time,Arrival_Time,Airline_Name,Plane_Type,Status
6201,GRT,PEW,2020-12-30 15:34:43,2020-12-31 09:45:09,American Airlines,Air-Bus,On-time
6202,GRT,PEW,2020-12-14 14:21:04,2020-12-14 18:10:45,EVA Air,Air-Bus,On-time
6204,BHV,BHV,2020-12-30 12:24:03,2020-12-30 18:33:01,Virgin Austrailia,Air-Bus,On-time
6206,ISB,BHV,2020-12-07 07:45:09,2020-12-07 19:14:53,Air Canada,Air-Bus,On-time
6209,MUX,KHI,2020-12-28 06:07:32,2020-12-28 13:22:53,Serene Airways,Air-Bus,On-time
6211,UET,GRT,2020-12-13 05:42:04,2020-12-14 01:12:14,Qatar Airways,Air-Bus,On-time
6212,MUX,BHV,2021-01-28 12:21:11,2021-01-29 06:31:45,Air France,Air-Bus,On-time
6213,UET,LHE,2021-01-22 12:18:30,2021-01-22 16:57:44,Gulf Air,Air-Bus,On-time
6215,KHI,PEW,2020-12-04 22:52:28,2020-12-05 01:22:43,Virgin Austrailia,Air-Bus,On-time
6216,KHI,MUX,2020-12-31 05:42:06,2020-12-31 17:20:03,Virgin Austrailia,Air-Bus,On-time
6220,MUX,UET,2020-12-24 03:32:06,2020-12-24 12:56:07,Serene Airways,Air-Bus,On-time
6222,KHI,GRT,2020-12-15 02:41:35,2020-12-15 05:20:40,Emirates,Air-Bus,On-time
6226,ISB,LHE,2020-12-29 05:54:05,2020-12-30 05:20:22,Gulf Air,Air-Bus,On-time
6228,KHI,KHI,2020-12-10 15:32:53,2020-12-10 21:20:03,EVA Air,Air-Bus,On-time
6229,GWD,GIL,2020-12-14 16:52:48,2020-12-15 16:42:13,United Airlines,Air-Bus,On-time
6234,GIL,BHV,2021-01-29 01:01:13,2021-01-29 06:14:01,Qatar Airways,Air-Bus,On-time
6235,MUX,GRT,2020-12-06 23:18:14,2020-12-07 22:13:36,Fly Dubai,Air-Bus,On-time
6237,KHI,GWD,2021-01-01 21:33:08,2021-01-02 07:52:59,Singapore Airlines,Air-Bus,On-time
6239,UET,PEW,2020-12-31 16:50:35,2021-01-01 01:20:48,American Airlines,Air-Bus,On-time
624,PEW,GWD,2021-01-07 09:05:36,2021-01-08 00:19:26,Air China,Air-Bus,On-time
6241,GRT,PEW,2021-01-21 01:29:36,2021-01-21 13:16:20,Qatar Airways,Air-Bus,On-time
6242,UET,MUX,2020-12-19 21:09:00,2020-12-20 07:06:31,British Airways,Air-Bus,On-time
6244,GIL,GWD,2020-12-30 06:52:02,2020-12-30 11:47:14,Pia,Air-Bus,On-time
6247,GWD,LHE,2020-12-03 21:45:00,2020-12-04 11:03:56,Pia,Air-Bus,On-time
6249,GRT,MUX,2020-12-21 06:47:14,2020-12-21 19:01:14,United Airlines,Air-Bus,On-time
625,GRT,KHI,2020-12-24 08:38:36,2020-12-24 15:31:09,United Airlines,Air-Bus,On-time
6251,KHI,KHI,2021-01-15 12:50:52,2021-01-16 06:54:26,Turkish Airlines,Air-Bus,On-time
6252,LHE,GWD,2020-12-04 07:07:05,2020-12-05 06:14:43,Gulf Air,Air-Bus,On-time
6259,PEW,GIL,2020-12-06 03:56:42,2020-12-06 10:39:01,Pia,Air-Bus,On-time
626,BHV,MUX,2020-12-18 03:10:34,2020-12-18 21:15:20,Pia,Air-Bus,On-time
6263,UET,LHE,2020-12-25 05:55:23,2020-12-26 04:17:11,American Airlines,Air-Bus,On-time
6265,BHV,MUX,2020-12-27 05:05:48,2020-12-27 08:44:41,Singapore Airlines,Air-Bus,On-time
6266,GIL,MUX,2021-01-10 04:47:46,2021-01-10 18:16:40,British Airways,Air-Bus,On-time
6267,GWD,PEW,2021-01-11 15:06:16,2021-01-12 15:03:55,Air Canada,Air-Bus,On-time
6268,KHI,GRT,2020-12-20 08:07:27,2020-12-20 13:00:54,EVA Air,Air-Bus,On-time
6269,LHE,UET,2020-12-05 17:45:38,2020-12-06 01:32:31,Pia,Air-Bus,On-time
627,LHE,KHI,2020-12-23 07:08:45,2020-12-24 05:22:09,Emirates,Air-Bus,On-time
6270,ISB,MUX,2020-12-23 10:23:11,2020-12-24 07:10:10,Qatar Airways,Air-Bus,On-time
6272,UET,ISB,2020-12-30 04:58:57,2020-12-30 17:18:13,Virgin Austrailia,Air-Bus,On-time
6273,GIL,GIL,2021-01-13 07:50:59,2021-01-13 20:57:33,Turkish Airlines,Air-Bus,On-time
6274,GWD,GWD,2021-01-30 00:24:43,2021-01-30 09:49:48,Qatar Airways,Air-Bus,On-time
6278,GRT,GWD,2020-12-11 20:34:12,2020-12-12 08:36:49,Thai Airways,Air-Bus,On-time
6279,GIL,BHV,2020-12-02 14:32:14,2020-12-03 04:11:07,American Airlines,Air-Bus,On-time
628,LHE,PEW,2020-12-23 00:31:40,2020-12-23 12:22:28,Fly Dubai,Air-Bus,On-time
6280,KHI,BHV,2020-12-27 10:21:01,2020-12-28 09:04:12,Air Blue,Air-Bus,On-time
6282,PEW,GRT,2020-12-28 14:31:28,2020-12-28 20:34:16,American Airlines,Air-Bus,On-time
6283,GIL,ISB,2021-01-06 21:58:54,2021-01-07 18:42:38,British Airways,Air-Bus,On-time
6284,GWD,GRT,2021-01-29 16:37:06,2021-01-30 14:29:48,British Airways,Air-Bus,On-time
6285,GIL,MUX,2020-12-15 03:22:26,2020-12-15 13:31:13,Thai Airways,Air-Bus,On-time
6286,GWD,LHE,2020-12-18 22:03:23,2020-12-19 06:45:25,Air Canada,Air-Bus,On-time
6289,KHI,GRT,2021-01-29 01:30:22,2021-01-29 19:57:30,Etihad Airways,Air-Bus,On-time
6290,UET,UET,2021-01-26 06:54:42,2021-01-26 17:18:22,United Airlines,Air-Bus,On-time
6292,LHE,BHV,2020-12-26 14:31:34,2020-12-27 11:36:18,United Airlines,Air-Bus,On-time
6294,KHI,PEW,2021-01-09 07:05:37,2021-01-09 17:25:48,IndiGo,Air-Bus,On-time
6296,ISB,KHI,2021-01-23 08:44:34,2021-01-23 20:16:24,Virgin Austrailia,Air-Bus,On-time
6299,GIL,UET,2020-12-12 13:18:51,2020-12-13 00:06:02,EVA Air,Air-Bus,On-time
630,BHV,UET,2020-12-10 12:24:33,2020-12-10 21:20:38,American Airlines,Air-Bus,On-time
6300,GIL,LHE,2020-12-09 03:00:13,2020-12-09 06:43:29,Serene Airways,Air-Bus,On-time
6301,GIL,UET,2020-12-18 00:12:07,2020-12-18 05:47:46,Virgin Austrailia,Air-Bus,On-time
6304,GIL,MUX,2021-01-17 05:47:06,2021-01-17 19:33:35,Pia,Air-Bus,On-time
6305,BHV,MUX,2020-12-17 01:55:15,2020-12-18 01:44:21,Air France,Air-Bus,On-time
6307,LHE,UET,2021-01-23 08:04:46,2021-01-24 05:30:19,Air Blue,Air-Bus,On-time
631,MUX,GRT,2021-01-05 06:02:03,2021-01-05 11:20:43,Air Blue,Air-Bus,On-time
6311,BHV,PEW,2020-12-14 07:29:49,2020-12-15 06:15:01,IndiGo,Air-Bus,On-time
6312,ISB,PEW,2021-01-09 19:26:38,2021-01-10 13:05:27,United Airlines,Air-Bus,On-time
6313,GRT,MUX,2020-12-13 01:10:49,2020-12-13 17:39:28,Serene Airways,Air-Bus,On-time
6318,GWD,KHI,2021-01-04 20:36:03,2021-01-05 18:59:50,Turkish Airlines,Air-Bus,On-time
6319,GRT,UET,2021-01-02 09:42:22,2021-01-02 14:38:17,United Airlines,Air-Bus,On-time
632,BHV,KHI,2021-01-27 07:09:57,2021-01-27 21:13:08,American Airlines,Air-Bus,On-time
6321,GRT,UET,2021-01-07 21:44:40,2021-01-08 05:21:10,Thai Airways,Air-Bus,On-time
6322,GWD,LHE,2020-12-26 13:32:29,2020-12-26 23:42:35,Fly Dubai,Air-Bus,On-time
6323,GWD,GRT,2020-12-21 22:01:55,2020-12-22 19:40:59,Singapore Airlines,Air-Bus,On-time
6324,GWD,KHI,2020-12-11 00:58:54,2020-12-11 03:01:25,Air China,Air-Bus,On-time
6326,GRT,ISB,2020-12-11 20:08:07,2020-12-11 22:13:26,Air France,Air-Bus,On-time
633,UET,ISB,2020-12-23 11:36:34,2020-12-23 22:55:20,Fly Dubai,Air-Bus,On-time
6332,UET,LHE,2021-01-03 10:51:49,2021-01-03 20:59:30,Air France,Air-Bus,On-time
6333,UET,GRT,2020-12-10 06:16:40,2020-12-10 11:16:05,IndiGo,Air-Bus,On-time
6334,BHV,ISB,2020-12-18 11:09:09,2020-12-19 03:53:38,Air Canada,Air-Bus,On-time
6336,GWD,BHV,2021-01-24 22:07:52,2021-01-25 20:20:59,Emirates,Air-Bus,On-time
6339,UET,UET,2020-12-02 16:58:09,2020-12-03 12:35:52,Air France,Air-Bus,On-time
634,PEW,PEW,2020-12-19 13:55:30,2020-12-19 22:04:50,EVA Air,Air-Bus,On-time
6341,KHI,MUX,2020-12-29 02:22:59,2020-12-30 00:40:33,British Airways,Air-Bus,On-time
6343,GWD,GRT,2021-01-09 05:24:15,2021-01-09 16:59:22,Air Blue,Air-Bus,On-time
6345,GIL,GRT,2020-12-18 13:21:08,2020-12-18 17:56:18,Pia,Air-Bus,On-time
6347,GRT,MUX,2021-01-08 19:31:42,2021-01-09 10:14:31,Qatar Airways,Air-Bus,On-time
6348,ISB,GWD,2021-01-07 02:40:51,2021-01-07 10:43:03,Pia,Air-Bus,On-time
6350,UET,GWD,2021-01-27 21:54:57,2021-01-28 20:42:19,United Airlines,Air-Bus,On-time
6352,PEW,MUX,2020-12-06 09:26:38,2020-12-06 15:17:35,IndiGo,Air-Bus,On-time
6353,GRT,PEW,2021-01-24 21:37:40,2021-01-25 20:01:09,Fly Dubai,Air-Bus,On-time
6354,UET,KHI,2020-11-30 10:14:47,2020-12-01 01:30:00,American Airlines,Air-Bus,On-time
6355,PEW,BHV,2020-12-02 14:46:35,2020-12-03 13:11:30,Thai Airways,Air-Bus,On-time
6356,MUX,LHE,2021-01-26 21:49:18,2021-01-27 01:24:22,Virgin Austrailia,Air-Bus,On-time
6358,GIL,MUX,2020-12-04 11:59:11,2020-12-05 04:02:15,American Airlines,Air-Bus,On-time
636,BHV,PEW,2021-01-25 21:12:38,2021-01-26 14:24:35,Turkish Airlines,Air-Bus,On-time
6360,GIL,LHE,2020-12-10 03:29:22,2020-12-11 01:13:21,Pia,Air-Bus,On-time
6361,GIL,GIL,2020-12-15 10:10:22,2020-12-16 09:37:36,United Airlines,Air-Bus,On-time
6362,ISB,BHV,2021-01-28 17:57:15,2021-01-29 03:08:23,Singapore Airlines,Air-Bus,On-time
6363,ISB,UET,2020-12-23 06:01:07,2020-12-23 13:23:48,Air France,Air-Bus,On-time
6365,GIL,UET,2021-01-03 11:50:24,2021-01-03 23:08:56,EVA Air,Air-Bus,On-time
637,UET,PEW,2021-01-06 04:51:35,2021-01-06 21:02:38,EVA Air,Air-Bus,On-time
6370,GWD,KHI,2021-01-18 09:36:29,2021-01-19 03:19:19,Thai Airways,Air-Bus,On-time
6372,GRT,PEW,2020-12-26 11:14:11,2020-12-26 20:50:34,Pia,Air-Bus,On-time
6373,GRT,GRT,2020-12-23 00:58:24,2020-12-23 16:07:51,United Airlines,Air-Bus,On-time
6375,GRT,KHI,2021-01-05 00:43:12,2021-01-05 05:20:25,British Airways,Air-Bus,On-time
6377,GRT,PEW,2021-01-21 19:16:19,2021-01-22 04:35:49,American Airlines,Air-Bus,On-time
6378,ISB,KHI,2021-01-28 23:53:21,2021-01-29 18:04:49,Air China,Air-Bus,On-time
638,BHV,GWD,2021-01-30 01:23:27,2021-01-30 03:48:04,Air Canada,Air-Bus,On-time
6380,GWD,PEW,2020-12-29 04:05:53,2020-12-29 17:52:08,IndiGo,Air-Bus,On-time
6381,PEW,GIL,2021-01-24 00:01:03,2021-01-24 06:28:58,Air China,Air-Bus,On-time
6383,GRT,PEW,2021-01-17 19:37:21,2021-01-18 15:05:36,Emirates,Air-Bus,On-time
6386,ISB,BHV,2021-01-01 22:42:18,2021-01-02 08:29:23,Singapore Airlines,Air-Bus,On-time
6389,MUX,GIL,2020-12-09 18:19:55,2020-12-10 13:13:10,Emirates,Air-Bus,On-time
6391,KHI,GRT,2020-12-07 01:48:39,2020-12-07 15:17:54,Air France,Air-Bus,On-time
6393,GWD,LHE,2020-12-21 11:23:05,2020-12-22 06:57:47,Gulf Air,Air-Bus,On-time
6396,GRT,LHE,2021-01-25 19:26:01,2021-01-26 12:32:15,Fly Dubai,Air-Bus,On-time
6397,UET,GIL,2021-01-16 12:21:14,2021-01-16 14:57:25,Turkish Airlines,Air-Bus,On-time
6399,UET,ISB,2021-01-13 00:38:57,2021-01-13 10:49:20,Air China,Air-Bus,On-time
640,ISB,ISB,2020-12-14 22:29:19,2020-12-15 06:41:48,Air France,Air-Bus,On-time
6402,GIL,UET,2021-01-17 00:22:18,2021-01-17 20:30:50,Fly Dubai,Air-Bus,On-time
6404,MUX,KHI,2021-01-18 10:39:06,2021-01-18 16:14:13,IndiGo,Air-Bus,On-time
6406,BHV,GRT,2020-12-10 03:23:32,2020-12-10 13:03:44,British Airways,Air-Bus,On-time
6407,UET,KHI,2020-12-30 18:39:09,2020-12-31 01:09:50,Pia,Air-Bus,On-time
6409,PEW,KHI,2020-12-10 22:01:47,2020-12-11 09:13:45,United Airlines,Air-Bus,On-time
641,MUX,LHE,2021-01-30 12:55:30,2021-01-30 15:30:16,Emirates,Air-Bus,On-time
6410,BHV,MUX,2021-01-29 09:04:03,2021-01-29 15:34:30,Air Canada,Air-Bus,On-time
6412,LHE,GIL,2020-12-01 09:13:49,2020-12-02 00:25:22,Air China,Air-Bus,On-time
6413,ISB,BHV,2020-12-14 11:22:30,2020-12-14 20:17:25,Turkish Airlines,Air-Bus,On-time
6414,PEW,GWD,2020-12-22 19:49:23,2020-12-23 15:52:14,EVA Air,Air-Bus,On-time
6415,GRT,GRT,2021-01-08 03:48:29,2021-01-09 03:02:30,United Airlines,Air-Bus,On-time
6419,MUX,PEW,2021-01-27 10:28:46,2021-01-28 01:00:01,British Airways,Air-Bus,On-time
642,LHE,MUX,2021-01-15 02:01:59,2021-01-15 17:37:31,Etihad Airways,Air-Bus,On-time
6420,GWD,GIL,2020-12-26 12:27:49,2020-12-27 01:02:25,Fly Dubai,Air-Bus,On-time
6422,GWD,GRT,2020-12-25 08:22:30,2020-12-25 18:13:34,Pia,Air-Bus,On-time
6423,GRT,UET,2020-12-15 06:58:12,2020-12-15 12:06:51,Air China,Air-Bus,On-time
6424,GWD,KHI,2021-01-10 04:30:54,2021-01-10 12:34:42,Qatar Airways,Air-Bus,On-time
6425,MUX,GIL,2021-01-23 11:23:05,2021-01-24 04:37:19,IndiGo,Air-Bus,On-time
6426,MUX,KHI,2020-12-16 17:28:24,2020-12-17 12:20:48,Air Blue,Air-Bus,On-time
6427,LHE,UET,2021-01-17 07:25:04,2021-01-17 19:59:25,Pia,Air-Bus,On-time
6429,KHI,GWD,2020-12-05 14:57:50,2020-12-05 17:54:10,Air Blue,Air-Bus,On-time
643,UET,BHV,2021-01-22 00:31:24,2021-01-22 22:44:58,Air China,Air-Bus,On-time
6434,BHV,GRT,2020-12-08 09:07:17,2020-12-09 01:22:16,Air China,Air-Bus,On-time
6439,UET,PEW,2020-12-27 16:12:13,2020-12-28 01:42:46,Virgin Austrailia,Air-Bus,On-time
644,GIL,ISB,2020-12-13 19:45:41,2020-12-14 06:02:07,IndiGo,Air-Bus,On-time
6440,KHI,KHI,2021-01-19 01:47:29,2021-01-19 17:22:11,Air Canada,Air-Bus,On-time
6443,BHV,GIL,2021-01-17 22:44:32,2021-01-18 03:38:11,Thai Airways,Air-Bus,On-time
6444,ISB,ISB,2021-01-10 07:33:34,2021-01-11 01:11:50,Qatar Airways,Air-Bus,On-time
6445,MUX,ISB,2021-01-01 13:38:35,2021-01-01 23:28:13,Gulf Air,Air-Bus,On-time
6447,GIL,GIL,2021-01-28 12:45:28,2021-01-28 20:42:30,British Airways,Air-Bus,On-time
6451,GWD,MUX,2021-01-10 20:44:30,2021-01-10 23:31:15,Virgin Austrailia,Air-Bus,On-time
6453,KHI,GWD,2020-12-13 04:15:44,2020-12-13 23:59:34,Pia,Air-Bus,On-time
6458,KHI,GWD,2020-12-13 02:52:49,2020-12-13 23:21:30,Fly Dubai,Air-Bus,On-time
6459,BHV,GWD,2020-12-31 22:22:17,2021-01-01 10:12:20,British Airways,Air-Bus,On-time
6461,BHV,MUX,2020-12-28 12:37:12,2020-12-28 23:13:19,United Airlines,Air-Bus,On-time
6463,ISB,ISB,2020-12-09 17:53:07,2020-12-10 02:41:32,United Airlines,Air-Bus,On-time
6465,BHV,KHI,2020-12-23 00:56:27,2020-12-23 06:04:35,British Airways,Air-Bus,On-time
6467,GWD,GWD,2021-01-05 15:35:40,2021-01-06 02:22:33,Thai Airways,Air-Bus,On-time
6469,KHI,PEW,2020-12-26 00:33:34,2020-12-26 04:48:47,Turkish Airlines,Air-Bus,On-time
647,LHE,MUX,2020-12-12 14:41:45,2020-12-13 02:47:31,Qatar Airways,Air-Bus,On-time
6472,MUX,MUX,2020-12-27 10:05:04,2020-12-27 16:58:30,Thai Airways,Air-Bus,On-time
6474,GWD,KHI,2020-12-09 18:40:23,2020-12-10 06:04:58,IndiGo,Air-Bus,On-time
6475,GRT,LHE,2021-01-29 17:32:04,2021-01-30 14:06:13,Virgin Austrailia,Air-Bus,On-time
6476,PEW,ISB,2021-01-15 19:35:52,2021-01-15 22:33:16,British Airways,Air-Bus,On-time
6477,MUX,MUX,2021-01-16 04:52:45,2021-01-16 23:06:05,Singapore Airlines,Air-Bus,On-time
6479,KHI,GRT,2021-01-14 11:28:32,2021-01-15 03:51:28,Thai Airways,Air-Bus,On-time
6481,UET,ISB,2020-12-20 18:32:27,2020-12-21 04:58:38,Turkish Airlines,Air-Bus,On-time
6482,ISB,GWD,2020-12-24 13:27:37,2020-12-24 16:31:20,Air Blue,Air-Bus,On-time
6485,KHI,GWD,2021-01-25 17:08:25,2021-01-26 00:12:19,IndiGo,Air-Bus,On-time
6487,ISB,BHV,2021-01-17 02:57:15,2021-01-18 01:08:27,Pia,Air-Bus,On-time
6489,MUX,GIL,2020-12-25 06:58:21,2020-12-25 15:53:23,Gulf Air,Air-Bus,On-time
6493,PEW,UET,2020-12-12 13:38:02,2020-12-12 19:41:41,United Airlines,Air-Bus,On-time
6494,GRT,GWD,2021-01-20 05:35:19,2021-01-20 19:50:27,Pia,Air-Bus,On-time
6498,GIL,MUX,2020-12-08 05:45:49,2020-12-08 21:48:24,Etihad Airways,Air-Bus,On-time
6503,PEW,GWD,2020-12-10 16:21:45,2020-12-11 12:07:10,Qatar Airways,Air-Bus,On-time
6504,UET,UET,2021-01-10 09:25:10,2021-01-10 14:30:42,Gulf Air,Air-Bus,On-time
6505,GRT,KHI,2020-12-07 20:14:27,2020-12-08 06:18:03,Air China,Air-Bus,On-time
6506,GRT,PEW,2021-01-09 08:16:59,2021-01-10 01:23:16,Air Canada,Air-Bus,On-time
6507,GRT,ISB,2021-01-24 11:28:48,2021-01-25 05:25:57,Air China,Air-Bus,On-time
6508,MUX,LHE,2021-01-14 17:38:16,2021-01-15 04:28:07,American Airlines,Air-Bus,On-time
6514,BHV,KHI,2020-12-27 12:26:36,2020-12-28 01:54:02,British Airways,Air-Bus,On-time
6515,GIL,GRT,2020-12-14 23:45:15,2020-12-15 18:47:25,Air Canada,Air-Bus,On-time
6517,UET,PEW,2021-01-10 20:22:06,2021-01-11 09:45:05,Air Canada,Air-Bus,On-time
6518,GWD,KHI,2020-12-23 06:59:27,2020-12-23 23:10:32,Air France,Air-Bus,On-time
6519,GRT,ISB,2020-12-01 01:10:44,2020-12-01 21:07:41,Air Blue,Air-Bus,On-time
652,MUX,BHV,2021-01-17 12:34:29,2021-01-17 20:18:48,Thai Airways,Air-Bus,On-time
6520,ISB,PEW,2020-12-14 05:19:39,2020-12-14 16:35:22,Gulf Air,Air-Bus,On-time
6521,KHI,GRT,2020-12-10 10:38:46,2020-12-10 16:53:36,Turkish Airlines,Air-Bus,On-time
6522,GIL,BHV,2021-01-11 03:57:54,2021-01-11 19:47:20,Air France,Air-Bus,On-time
6525,ISB,ISB,2021-01-08 04:00:49,2021-01-08 16:04:22,British Airways,Air-Bus,On-time
6526,GWD,BHV,2020-12-29 07:38:12,2020-12-29 19:26:30,Air France,Air-Bus,On-time
6527,GWD,ISB,2021-01-30 07:11:30,2021-01-30 18:24:31,Gulf Air,Air-Bus,On-time
653,GWD,GWD,2020-12-20 08:21:07,2020-12-21 06:43:25,Air China,Air-Bus,On-time
6530,MUX,GRT,2020-12-26 09:46:48,2020-12-27 00:55:09,IndiGo,Air-Bus,On-time
6531,ISB,KHI,2021-01-05 00:43:45,2021-01-05 14:17:42,Air Canada,Air-Bus,On-time
6535,KHI,GWD,2020-12-26 15:18:16,2020-12-27 05:34:30,Qatar Airways,Air-Bus,On-time
6536,GIL,GWD,2020-12-12 04:05:12,2020-12-12 08:52:27,Emirates,Air-Bus,On-time
6538,GWD,UET,2021-01-22 13:06:43,2021-01-22 19:09:20,Emirates,Air-Bus,On-time
6540,GIL,GIL,2021-01-02 23:03:32,2021-01-03 07:21:15,Pia,Air-Bus,On-time
6546,GWD,ISB,2020-12-18 21:12:21,2020-12-19 04:33:51,IndiGo,Air-Bus,On-time
6547,MUX,BHV,2020-12-12 01:08:18,2020-12-12 10:31:16,Etihad Airways,Air-Bus,On-time
6548,BHV,BHV,2020-12-29 22:41:57,2020-12-30 20:15:48,IndiGo,Air-Bus,On-time
6551,GRT,ISB,2021-01-29 00:17:56,2021-01-29 14:05:56,Pia,Air-Bus,On-time
6554,GRT,ISB,2020-12-14 12:56:03,2020-12-15 01:15:30,Air Blue,Air-Bus,On-time
6557,KHI,LHE,2020-12-05 18:33:44,2020-12-06 10:35:38,Etihad Airways,Air-Bus,On-time
6560,GWD,KHI,2021-01-02 07:04:44,2021-01-02 14:24:22,Qatar Airways,Air-Bus,On-time
6561,GIL,LHE,2020-12-02 10:48:14,2020-12-02 16:06:35,Qatar Airways,Air-Bus,On-time
6562,ISB,KHI,2020-12-17 15:15:33,2020-12-18 04:29:05,Emirates,Air-Bus,On-time
6565,GWD,LHE,2020-12-04 06:53:15,2020-12-05 05:43:07,Emirates,Air-Bus,On-time
6566,GRT,GWD,2020-12-26 05:12:51,2020-12-27 00:35:17,Air Canada,Air-Bus,On-time
6567,GWD,KHI,2020-12-17 23:04:14,2020-12-18 10:06:55,Qatar Airways,Air-Bus,On-time
6568,UET,ISB,2021-01-23 19:35:55,2021-01-24 06:15:00,Air China,Air-Bus,On-time
6569,GWD,KHI,2020-11-30 12:20:09,2020-12-01 02:41:12,Air Canada,Air-Bus,On-time
6571,UET,KHI,2020-12-21 17:52:14,2020-12-22 13:55:42,Fly Dubai,Air-Bus,On-time
6573,LHE,UET,2021-01-01 21:07:37,2021-01-02 06:02:33,Air France,Air-Bus,On-time
6577,PEW,PEW,2021-01-02 16:39:37,2021-01-03 07:45:16,Fly Dubai,Air-Bus,On-time
6578,PEW,LHE,2021-01-14 16:56:41,2021-01-15 01:22:03,Air Canada,Air-Bus,On-time
6582,MUX,LHE,2021-01-15 10:45:02,2021-01-15 23:15:59,Fly Dubai,Air-Bus,On-time
6585,MUX,UET,2020-12-02 07:41:38,2020-12-03 05:56:28,Etihad Airways,Air-Bus,On-time
6586,GIL,LHE,2021-01-12 02:42:25,2021-01-12 20:36:08,Fly Dubai,Air-Bus,On-time
6589,MUX,BHV,2020-12-08 07:02:22,2020-12-09 01:14:42,Gulf Air,Air-Bus,On-time
6594,GIL,LHE,2020-12-30 12:13:42,2020-12-30 17:23:41,EVA Air,Air-Bus,On-time
6596,ISB,MUX,2020-12-18 11:29:54,2020-12-18 17:22:20,British Airways,Air-Bus,On-time
6599,KHI,GIL,2021-01-02 18:06:52,2021-01-03 06:45:35,IndiGo,Air-Bus,On-time
66,GIL,GWD,2021-01-14 23:07:43,2021-01-15 07:34:53,Gulf Air,Air-Bus,On-time
6600,MUX,KHI,2021-01-21 16:20:36,2021-01-22 05:39:28,American Airlines,Air-Bus,On-time
6602,KHI,LHE,2020-12-10 20:39:31,2020-12-11 17:56:50,EVA Air,Air-Bus,On-time
6603,ISB,KHI,2020-12-25 14:59:39,2020-12-26 10:50:23,Qatar Airways,Air-Bus,On-time
6604,LHE,KHI,2021-01-05 10:29:48,2021-01-05 21:59:40,Air France,Air-Bus,On-time
6605,MUX,LHE,2021-01-02 14:41:33,2021-01-02 16:46:59,EVA Air,Air-Bus,On-time
6607,GIL,LHE,2020-12-08 01:35:09,2020-12-08 06:15:00,Air China,Air-Bus,On-time
6611,KHI,ISB,2020-12-04 09:07:01,2020-12-04 23:51:53,Emirates,Air-Bus,On-time
6612,LHE,UET,2021-01-04 03:51:29,2021-01-05 01:16:26,Air China,Air-Bus,On-time
6615,BHV,MUX,2020-12-30 15:17:21,2020-12-31 10:12:37,Emirates,Air-Bus,On-time
6616,GIL,BHV,2021-01-26 02:34:34,2021-01-26 21:59:14,Gulf Air,Air-Bus,On-time
6617,UET,UET,2020-12-08 19:47:21,2020-12-09 05:43:24,Air China,Air-Bus,On-time
6618,BHV,GWD,2020-12-23 23:36:09,2020-12-24 07:52:23,Singapore Airlines,Air-Bus,On-time
6620,MUX,GWD,2021-01-22 07:44:02,2021-01-22 14:34:38,Serene Airways,Air-Bus,On-time
6621,LHE,GIL,2020-12-31 05:38:22,2020-12-31 10:21:02,EVA Air,Air-Bus,On-time
6622,ISB,GRT,2020-12-08 17:33:30,2020-12-08 20:04:25,Etihad Airways,Air-Bus,On-time
6623,GRT,GWD,2021-01-15 20:39:15,2021-01-16 02:38:41,Air France,Air-Bus,On-time
6625,MUX,GRT,2020-12-21 03:41:29,2020-12-21 21:49:45,British Airways,Air-Bus,On-time
6627,GRT,UET,2021-01-14 06:37:47,2021-01-14 13:43:40,Qatar Airways,Air-Bus,On-time
6628,GWD,LHE,2020-12-04 02:55:18,2020-12-04 20:07:45,Virgin Austrailia,Air-Bus,On-time
6629,UET,GWD,2020-12-29 03:06:08,2020-12-29 22:45:50,British Airways,Air-Bus,On-time
6630,BHV,LHE,2021-01-18 16:26:19,2021-01-19 14:21:33,Air Blue,Air-Bus,On-time
6635,GWD,LHE,2021-01-05 06:03:16,2021-01-05 13:19:23,Qatar Airways,Air-Bus,On-time
6636,MUX,MUX,2021-01-12 05:41:47,2021-01-13 03:37:20,Virgin Austrailia,Air-Bus,On-time
6640,BHV,LHE,2020-12-20 04:32:30,2020-12-20 20:37:18,British Airways,Air-Bus,On-time
6641,ISB,KHI,2021-01-30 09:05:14,2021-01-30 18:16:22,American Airlines,Air-Bus,On-time
6643,PEW,PEW,2020-12-06 04:45:50,2020-12-06 19:28:50,Pia,Air-Bus,On-time
6644,UET,UET,2021-01-23 15:27:38,2021-01-24 05:17:10,Thai Airways,Air-Bus,On-time
6646,UET,LHE,2020-12-18 02:17:17,2020-12-18 10:31:07,Serene Airways,Air-Bus,On-time
6647,KHI,MUX,2020-12-13 20:10:20,2020-12-14 05:40:01,Virgin Austrailia,Air-Bus,On-time
6648,GRT,UET,2020-12-27 04:26:55,2020-12-28 03:16:45,Gulf Air,Air-Bus,On-time
665,GIL,BHV,2020-12-21 22:45:02,2020-12-22 10:36:43,Thai Airways,Air-Bus,On-time
6650,BHV,UET,2020-12-01 04:10:43,2020-12-01 10:55:45,Turkish Airlines,Air-Bus,On-time
6651,ISB,GWD,2020-12-14 05:36:30,2020-12-14 17:04:04,Qatar Airways,Air-Bus,On-time
6654,GRT,MUX,2020-12-28 04:31:35,2020-12-28 17:54:25,Turkish Airlines,Air-Bus,On-time
6657,MUX,UET,2020-12-05 19:37:33,2020-12-06 08:36:27,Pia,Air-Bus,On-time
